#{"t_start": 1738536910.0239477, "env_id": "MountainCar-v0"}
r,l,t
-110.0,110,57.445888
-148.0,148,58.551827
-147.0,147,59.273208
-109.0,109,59.855906
-110.0,110,60.421925
-112.0,112,60.97655
-141.0,141,62.111639
-146.0,146,62.811096
-111.0,111,63.324057
-110.0,110,63.83506
-111.0,111,64.376546
-88.0,88,65.225948
-110.0,110,65.826006
-114.0,114,66.395855
-113.0,113,66.908879
-163.0,163,67.703635
-111.0,111,68.710418
-110.0,110,69.245002
-157.0,157,70.010595
-111.0,111,70.625944
-114.0,114,71.158769
-110.0,110,71.969711
-113.0,113,72.502674
-112.0,112,73.002015
-157.0,157,73.772753
-165.0,165,74.662786
-114.0,114,75.794405
-111.0,111,76.395593
-112.0,112,77.031341
-111.0,111,77.57464
-89.0,89,78.021269
-83.0,83,78.3882
-110.0,110,79.31342
-114.0,114,79.887861
-170.0,170,80.672652
-111.0,111,81.213963
-113.0,113,81.770092
-175.0,175,82.828819
-88.0,88,83.245537
-114.0,114,83.761236
-112.0,112,84.286484
-168.0,168,85.106047
-88.0,88,85.963028
-110.0,110,86.494438
-155.0,155,87.16409
-157.0,157,87.754107
-112.0,112,88.246262
-116.0,116,89.160948
-115.0,115,89.754417
-111.0,111,90.311864
-115.0,115,90.919087
-113.0,113,91.468669
-115.0,115,92.337963
-111.0,111,92.800261
-163.0,163,93.541418
-85.0,85,94.016011
-112.0,112,94.589643
-87.0,87,95.028294
-113.0,113,95.927963
-116.0,116,96.468339
-115.0,115,97.011496
-87.0,87,97.346107
-83.0,83,97.666398
-114.0,114,98.127752
-84.0,84,98.887502
-115.0,115,99.442934
-158.0,158,100.274168
-145.0,145,101.046379
-84.0,84,101.461874
-110.0,110,102.251169
-156.0,156,102.946214
-152.0,152,103.67116
-154.0,154,104.491951
-112.0,112,105.067767
-161.0,161,106.277016
-112.0,112,106.816814
-92.0,92,107.184142
-109.0,109,107.637139
-112.0,112,108.145224
-165.0,165,108.833624
-115.0,115,109.13319
-111.0,111,109.465603
-115.0,115,109.845454
-114.0,114,110.240249
-166.0,166,111.129172
-112.0,112,111.563528
-87.0,87,111.849064
-113.0,113,112.180924
-152.0,152,112.61749
-112.0,112,113.210137
-117.0,117,113.56947
-112.0,112,113.888965
-112.0,112,114.218554
-111.0,111,114.55341
-111.0,111,115.186176
-84.0,84,115.510823
-85.0,85,115.812942
-112.0,112,116.20957
-114.0,114,116.565378
-88.0,88,116.852946
-111.0,111,117.214859
-113.0,113,117.740597
-116.0,116,118.059235
-112.0,112,118.381267
-145.0,145,118.895499
-113.0,113,119.291958
-172.0,172,120.233806
-112.0,112,120.775863
-113.0,113,121.202048
-115.0,115,121.600779
-83.0,83,121.876241
-83.0,83,122.34623
-116.0,116,122.661156
-114.0,114,122.974935
-112.0,112,123.347358
-160.0,160,123.812009
-115.0,115,124.183586
-149.0,149,124.912582
-85.0,85,125.216358
-113.0,113,125.565542
-84.0,84,125.813302
-112.0,112,126.197261
-84.0,84,126.469817
-117.0,117,127.02152
-156.0,156,127.447141
-111.0,111,127.781107
-114.0,114,128.124608
-92.0,92,128.430934
-88.0,88,128.983871
-112.0,112,129.393734
-113.0,113,129.773786
-114.0,114,130.11288
-154.0,154,130.570174
-149.0,149,131.356142
-84.0,84,131.668823
-112.0,112,132.045743
-150.0,150,132.470792
-111.0,111,132.79702
-84.0,84,133.069933
-112.0,112,133.711438
-109.0,109,134.056294
-147.0,147,134.594713
-149.0,149,135.04607
-115.0,115,135.38394
-111.0,111,135.933614
-83.0,83,136.184782
-113.0,113,136.591315
-163.0,163,137.109384
-111.0,111,137.439284
-175.0,175,138.195793
-116.0,116,138.613195
-116.0,116,138.938034
-116.0,116,139.308798
-115.0,115,139.682963
-154.0,154,140.416011
-112.0,112,140.747676
-113.0,113,141.063839
-114.0,114,141.393697
-87.0,87,141.663009
-155.0,155,142.287391
-118.0,118,142.641151
-91.0,91,142.91412
-93.0,93,143.220502
-88.0,88,143.490408
-117.0,117,143.838907
-112.0,112,144.377962
-111.0,111,144.72262
-116.0,116,145.119547
-93.0,93,145.4183
-116.0,116,145.885615
-112.0,112,146.248882
-112.0,112,146.83902
-150.0,150,147.295432
-158.0,158,147.737137
-114.0,114,148.099756
-112.0,112,148.622538
-84.0,84,148.865848
-112.0,112,149.210605
-155.0,155,149.692848
-150.0,150,150.195047
-90.0,90,150.444593
-151.0,151,151.115109
-149.0,149,151.564133
-158.0,158,152.015981
-85.0,85,152.247023
-117.0,117,152.891115
-152.0,152,153.371749
-88.0,88,153.613957
-112.0,112,153.931701
-115.0,115,154.273407
-154.0,154,154.964404
-115.0,115,155.316816
-84.0,84,155.593106
-114.0,114,155.953465
-86.0,86,156.225361
-85.0,85,156.574693
-111.0,111,157.011365
-117.0,117,157.605323
-115.0,115,157.952511
-116.0,116,158.286445
-116.0,116,158.667063
-149.0,149,159.135359
-166.0,166,159.860525
-153.0,153,160.448706
-85.0,85,160.761335
-152.0,152,161.326437
-113.0,113,161.851774
-113.0,113,162.189537
-116.0,116,162.519342
-112.0,112,162.838574
-114.0,114,163.156303
-112.0,112,163.474197
-112.0,112,163.985378
-156.0,156,164.518244
-150.0,150,164.955438
-112.0,112,165.307799
-111.0,111,165.662798
-115.0,115,166.26531
-112.0,112,166.620597
-114.0,114,166.967106
-111.0,111,167.286509
-163.0,163,167.749672
-110.0,110,168.298558
-164.0,164,168.827852
-113.0,113,169.230932
-110.0,110,169.63564
-114.0,114,169.976082
-108.0,108,170.506881
-111.0,111,170.84227
-83.0,83,171.081017
-114.0,114,171.412846
-113.0,113,171.759466
-115.0,115,172.112775
-111.0,111,172.680933
-86.0,86,172.955667
-153.0,153,173.384338
-114.0,114,173.701551
-111.0,111,174.028783
-114.0,114,174.576661
-113.0,113,174.964786
-111.0,111,175.353041
-110.0,110,175.74601
-158.0,158,176.284075
-109.0,109,176.647656
-111.0,111,177.192058
-153.0,153,177.614176
-153.0,153,178.026584
-112.0,112,178.322293
-113.0,113,178.845834
-154.0,154,179.359924
-110.0,110,179.688319
-157.0,157,180.233668
-112.0,112,180.637399
-157.0,157,181.360433
-109.0,109,181.683656
-111.0,111,181.983558
-149.0,149,182.383703
-146.0,146,182.784037
-110.0,110,183.328244
-146.0,146,183.776688
-110.0,110,184.122426
-151.0,151,184.593076
-113.0,113,184.981752
-113.0,113,185.524729
-110.0,110,185.848028
-160.0,160,186.339171
-114.0,114,186.704021
-171.0,171,187.438169
-113.0,113,187.794812
-163.0,163,188.349455
-114.0,114,188.695499
-116.0,116,189.047249
-112.0,112,189.620564
-115.0,115,190.011447
-110.0,110,190.387343
-113.0,113,190.746607
-114.0,114,191.085477
-153.0,153,191.571882
-88.0,88,191.993583
-114.0,114,192.307512
-109.0,109,192.628652
-110.0,110,192.943668
-115.0,115,193.268066
-115.0,115,193.816222
-113.0,113,194.186372
-176.0,176,194.756916
-112.0,112,195.12409
-111.0,111,195.556319
-163.0,163,196.380001
-112.0,112,196.79117
-113.0,113,197.137038
-114.0,114,197.455824
-115.0,115,197.770088
-89.0,89,198.026712
-85.0,85,198.438453
-118.0,118,198.749623
-89.0,89,199.011015
-114.0,114,199.339736
-83.0,83,199.591409
-115.0,115,199.950104
-115.0,115,200.544313
-113.0,113,200.897234
-88.0,88,201.156985
-113.0,113,201.55139
-112.0,112,201.882276
-115.0,115,202.219405
-84.0,84,202.650128
-113.0,113,202.957149
-88.0,88,203.183039
-111.0,111,203.492723
-112.0,112,203.798045
-84.0,84,204.026187
-86.0,86,204.517464
-83.0,83,204.752835
-163.0,163,205.215933
-112.0,112,205.541912
-90.0,90,205.816327
-113.0,113,206.142682
-114.0,114,206.656046
-112.0,112,206.959378
-111.0,111,207.26368
