#{"t_start": 1738536910.023604, "env_id": "MountainCar-v0"}
r,l,t
-114.0,114,162.924058
-171.0,171,163.385457
-112.0,112,163.894271
-113.0,113,164.305261
-111.0,111,164.622504
-112.0,112,164.956967
-112.0,112,165.309155
-110.0,110,165.663059
-84.0,84,166.170951
-114.0,114,166.523416
-112.0,112,166.871646
-114.0,114,167.197444
-172.0,172,167.701822
-165.0,165,168.402417
-113.0,113,168.768858
-111.0,111,169.171308
-112.0,112,169.589301
-116.0,116,169.928011
-109.0,109,170.463377
-111.0,111,170.798239
-115.0,115,171.132158
-114.0,114,171.465486
-175.0,175,172.015746
-115.0,115,172.580505
-113.0,113,172.921295
-112.0,112,173.253256
-167.0,167,173.744738
-110.0,110,174.070732
-113.0,113,174.620619
-111.0,111,175.014621
-111.0,111,175.398597
-110.0,110,175.805178
-154.0,154,176.286711
-113.0,113,176.860869
-110.0,110,177.196882
-112.0,112,177.527289
-113.0,113,177.824466
-111.0,111,178.112398
-113.0,113,178.409858
-113.0,113,178.948752
-155.0,155,179.478364
-110.0,110,179.838283
-114.0,114,180.227752
-147.0,147,180.73987
-112.0,112,181.31198
-159.0,159,181.774756
-155.0,155,182.201371
-109.0,109,182.507697
-110.0,110,182.786238
-110.0,110,183.330742
-148.0,148,183.81258
-111.0,111,184.127453
-111.0,111,184.462841
-110.0,110,184.830689
-111.0,111,185.39159
-112.0,112,185.717976
-150.0,150,186.186729
-110.0,110,186.523304
-109.0,109,186.862404
-110.0,110,187.434453
-110.0,110,187.78864
-112.0,112,188.147898
-111.0,111,188.5023
-116.0,116,188.846808
-113.0,113,189.206906
-116.0,116,189.834591
-158.0,158,190.339851
-116.0,116,190.739312
-111.0,111,191.075555
-113.0,113,191.423483
-113.0,113,191.941381
-112.0,112,192.252089
-116.0,116,192.576315
-113.0,113,192.897228
-113.0,113,193.216053
-115.0,115,193.563242
-111.0,111,194.095723
-165.0,165,194.652044
-110.0,110,194.969177
-113.0,113,195.387779
-114.0,114,195.867774
-163.0,163,196.681747
-115.0,115,197.043161
-111.0,111,197.367552
-87.0,87,197.596037
-113.0,113,197.906399
-114.0,114,198.432121
-115.0,115,198.740707
-94.0,94,199.006343
-113.0,113,199.334247
-112.0,112,199.683177
-117.0,117,200.046485
-111.0,111,200.5989
-115.0,115,200.957364
-118.0,118,201.330249
-111.0,111,201.697676
-89.0,89,201.972171
-92.0,92,202.429389
-86.0,86,202.656878
-111.0,111,202.962225
-113.0,113,203.270061
-86.0,86,203.497724
-86.0,86,203.749742
-85.0,85,203.975378
-112.0,112,204.5236
-115.0,115,204.8492
-148.0,148,205.300795
-115.0,115,205.630853
-85.0,85,205.867424
-111.0,111,206.387813
-115.0,115,206.702666
-83.0,83,206.922994
-87.0,87,207.175695
