#{"t_start": 1738536910.0242803, "env_id": "MountainCar-v0"}
r,l,t
-111.0,111,181.604691
-148.0,148,182.023645
-112.0,112,182.333199
-109.0,109,182.640868
-111.0,111,183.135458
-111.0,111,183.48447
-113.0,113,183.827211
-112.0,112,184.173495
-146.0,146,184.663646
-113.0,113,185.031975
-112.0,112,185.569684
-109.0,109,185.861005
-110.0,110,186.197724
-111.0,111,186.567004
-111.0,111,186.908686
-153.0,153,187.633462
-156.0,156,188.139094
-112.0,112,188.49503
-115.0,115,188.838836
-113.0,113,189.198744
-114.0,114,189.78724
-111.0,111,190.163003
-113.0,113,190.545197
-153.0,153,190.992057
-157.0,157,191.481329
-114.0,114,191.994335
-114.0,114,192.338739
-113.0,113,192.666236
-116.0,116,192.981973
-114.0,114,193.310911
-115.0,115,193.82512
-87.0,87,194.137138
-113.0,113,194.49837
-110.0,110,194.856539
-111.0,111,195.196813
-115.0,115,195.685532
-84.0,84,196.185087
-86.0,86,196.51363
-116.0,116,196.941
-113.0,113,197.27163
-88.0,88,197.502917
-176.0,176,197.989079
-111.0,111,198.483801
-93.0,93,198.741988
-84.0,84,198.966195
-152.0,152,199.428663
-168.0,168,199.944952
-112.0,112,200.502339
-115.0,115,200.85651
-114.0,114,201.21166
-115.0,115,201.637911
-115.0,115,201.968724
-112.0,112,202.47622
-176.0,176,202.957793
-114.0,114,203.26662
-115.0,115,203.579289
-84.0,84,203.800592
-86.0,86,204.061846
-159.0,159,204.747644
-113.0,113,205.073119
-112.0,112,205.397121
-84.0,84,205.633149
-157.0,157,206.095618
-110.0,110,206.608711
-114.0,114,206.91335
-112.0,112,207.216666
