#{"t_start": 1738536910.0246189, "env_id": "MountainCar-v0"}
r,l,t
-149.0,149,54.99951
-110.0,110,55.614034
-143.0,143,56.100729
-141.0,141,56.626381
-157.0,157,57.114093
-112.0,112,57.971676
-110.0,110,58.488152
-111.0,111,59.032187
-116.0,116,59.668565
-144.0,144,60.413428
-144.0,144,61.47421
-147.0,147,62.28052
-114.0,114,62.81199
-111.0,111,63.324978
-113.0,113,63.840511
-166.0,166,65.053474
-113.0,113,65.668443
-110.0,110,66.252226
-112.0,112,66.757952
-115.0,115,67.330632
-115.0,115,67.992209
-112.0,112,68.922613
-171.0,171,69.705132
-110.0,110,70.26158
-115.0,115,70.870404
-114.0,114,71.388283
-113.0,113,72.203897
-114.0,114,72.78108
-114.0,114,73.281299
-113.0,113,73.853109
-155.0,155,74.676175
-111.0,111,75.799636
-111.0,111,76.401326
-113.0,113,77.038968
-111.0,111,77.581507
-154.0,154,78.316875
-112.0,112,79.244045
-87.0,87,79.639568
-116.0,116,80.270602
-114.0,114,80.810682
-115.0,115,81.369484
-114.0,114,81.914136
-85.0,85,82.572929
-162.0,162,83.310255
-159.0,159,83.997059
-153.0,153,84.764126
-158.0,158,85.960819
-151.0,151,86.650532
-115.0,115,87.163513
-147.0,147,87.73972
-110.0,110,88.228374
-84.0,84,88.934586
-115.0,115,89.497867
-112.0,112,90.081009
-114.0,114,90.662724
-116.0,116,91.239813
-167.0,167,92.396554
-85.0,85,92.734831
-114.0,114,93.235173
-111.0,111,93.782655
-113.0,113,94.353618
-88.0,88,94.855005
-120.0,120,95.778249
-116.0,116,96.370865
-112.0,112,96.878002
-149.0,149,97.469191
-115.0,115,97.915335
-113.0,113,98.748374
-84.0,84,99.147769
-151.0,151,99.943045
-84.0,84,100.36417
-87.0,87,100.828104
-147.0,147,101.611093
-146.0,146,102.538867
-144.0,144,103.185074
-144.0,144,103.898955
-146.0,146,104.655282
-115.0,115,105.64341
-171.0,171,106.515513
-146.0,146,107.17079
-156.0,156,107.858328
-148.0,148,108.580627
-153.0,153,108.970909
-153.0,153,109.411326
-162.0,162,109.945538
-156.0,156,110.828233
-164.0,164,111.46295
-84.0,84,111.707937
-111.0,111,112.052903
-116.0,116,112.40009
-112.0,112,112.798976
-117.0,117,113.341444
-114.0,114,113.664101
-111.0,111,113.98558
-85.0,85,114.226254
-155.0,155,114.724316
-167.0,167,115.568344
-88.0,88,115.909917
-113.0,113,116.316978
-113.0,113,116.657788
-113.0,113,117.02744
-115.0,115,117.566386
-151.0,151,118.009782
-150.0,150,118.427457
-147.0,147,118.95502
-84.0,84,119.281124
-115.0,115,119.849736
-115.0,115,120.467375
-91.0,91,120.897235
-159.0,159,121.47947
-115.0,115,121.865689
-87.0,87,122.116085
-116.0,116,122.62747
-112.0,112,122.926696
-158.0,158,123.445997
-111.0,111,123.769764
-156.0,156,124.570534
-114.0,114,124.907271
-153.0,153,125.414423
-88.0,88,125.667663
-150.0,150,126.18715
-113.0,113,126.747489
-110.0,110,127.033325
-111.0,111,127.35644
-113.0,113,127.67904
-114.0,114,128.063548
-83.0,83,128.308516
-84.0,84,128.819495
-168.0,168,129.444933
-114.0,114,129.826034
-147.0,147,130.263344
-157.0,157,130.754699
-160.0,160,131.605429
-110.0,110,131.990412
-110.0,110,132.278433
-148.0,148,132.739243
-111.0,111,133.069355
-113.0,113,133.712076
-113.0,113,134.10346
-115.0,115,134.503204
-114.0,114,134.84526
-115.0,115,135.19268
-112.0,112,135.720731
-115.0,115,136.093967
-85.0,85,136.410913
-155.0,155,136.926669
-114.0,114,137.280884
-115.0,115,137.622539
-86.0,86,138.084183
-111.0,111,138.463012
-114.0,114,138.804725
-113.0,113,139.179093
-91.0,91,139.454879
-118.0,118,140.058072
-114.0,114,140.423526
-117.0,117,140.793048
-117.0,117,141.107528
-112.0,112,141.435768
-162.0,162,142.101536
-84.0,84,142.335356
-116.0,116,142.691303
-85.0,85,142.96649
-112.0,112,143.30862
-112.0,112,143.637844
-112.0,112,143.983734
-96.0,96,144.474658
-92.0,92,144.766171
-85.0,85,145.042983
-163.0,163,145.637258
-158.0,158,146.196964
-92.0,92,146.723799
-111.0,111,147.065751
-94.0,94,147.343439
-90.0,90,147.596692
-83.0,83,147.830574
-116.0,116,148.195507
-176.0,176,148.91131
-114.0,114,149.261806
-111.0,111,149.633293
-88.0,88,149.906391
-143.0,143,150.343416
-87.0,87,150.833555
-112.0,112,151.16013
-147.0,147,151.607634
-110.0,110,151.919586
-112.0,112,152.23613
-153.0,153,152.959172
-87.0,87,153.279655
-114.0,114,153.573635
-111.0,111,153.87283
-90.0,90,154.133598
-158.0,158,154.614887
-110.0,110,155.174978
-116.0,116,155.546324
-111.0,111,155.907349
-111.0,111,156.288655
-173.0,173,156.953031
-111.0,111,157.558932
-90.0,90,157.845624
-114.0,114,158.181206
-111.0,111,158.512829
-85.0,85,158.778908
-153.0,153,159.512382
-115.0,115,159.849881
-114.0,114,160.263573
-148.0,148,160.80674
-113.0,113,161.235529
-83.0,83,161.482896
-114.0,114,162.037601
-87.0,87,162.283295
-116.0,116,162.610619
-113.0,113,162.930355
-112.0,112,163.246027
-160.0,160,163.890591
-112.0,112,164.266452
-154.0,154,164.755118
-114.0,114,165.108587
-167.0,167,165.604601
-112.0,112,166.183556
-112.0,112,166.534767
-169.0,169,167.063269
-172.0,172,167.566189
-112.0,112,168.109529
-113.0,113,168.448687
-155.0,155,168.988854
-113.0,113,169.409172
-111.0,111,169.773707
-113.0,113,170.116433
-113.0,113,170.645857
-116.0,116,170.986882
-83.0,83,171.224853
-112.0,112,171.562896
-114.0,114,171.920542
-110.0,110,172.453268
-111.0,111,172.82212
-111.0,111,173.149029
-162.0,162,173.607631
-108.0,108,173.929765
-111.0,111,174.264424
-112.0,112,174.838657
-110.0,110,175.21481
-87.0,87,175.536705
-153.0,153,176.067823
-146.0,146,176.562588
-111.0,111,177.101437
-113.0,113,177.432565
-115.0,115,177.737114
-159.0,159,178.150087
-114.0,114,178.449953
-113.0,113,178.993882
-165.0,165,179.534485
-113.0,113,179.904907
-154.0,154,180.458033
-147.0,147,181.176824
-146.0,146,181.603351
-111.0,111,181.905957
-111.0,111,182.208477
-112.0,112,182.518124
-108.0,108,182.824071
-109.0,109,183.374729
-146.0,146,183.818788
-109.0,109,184.162643
-147.0,147,184.599747
-143.0,143,185.291081
-111.0,111,185.619031
-108.0,108,185.941343
-112.0,112,186.289042
-114.0,114,186.654792
-149.0,149,187.106672
-113.0,113,187.691629
-115.0,115,188.048743
-111.0,111,188.406186
-114.0,114,188.751858
-112.0,112,189.105297
-113.0,113,189.688363
-114.0,114,190.106182
-160.0,160,190.63785
-113.0,113,190.97802
-116.0,116,191.325789
-111.0,111,191.8524
-87.0,87,192.079753
-112.0,112,192.395513
-160.0,160,192.854626
-113.0,113,193.173264
-151.0,151,193.818462
-113.0,113,194.188771
-112.0,112,194.551796
-113.0,113,194.910738
-115.0,115,195.311045
-91.0,91,195.686345
-112.0,112,196.318547
-84.0,84,196.62906
-85.0,85,196.904916
-116.0,116,197.270193
-115.0,115,197.585938
-110.0,110,197.893841
-88.0,88,198.307814
-114.0,114,198.61844
-86.0,86,198.868654
-111.0,111,199.192295
-114.0,114,199.532962
-113.0,113,199.882735
-155.0,155,200.555781
-86.0,86,200.848791
-117.0,117,201.206466
-84.0,84,201.503823
-116.0,116,201.872545
-111.0,111,202.205796
-112.0,112,202.691887
-160.0,160,203.128201
-115.0,115,203.442686
-115.0,115,203.749759
-114.0,114,204.066348
-113.0,113,204.615978
-114.0,114,204.939661
-114.0,114,205.264195
-154.0,154,205.724661
-110.0,110,206.049475
-171.0,171,206.735284
-83.0,83,206.955116
-84.0,84,207.176567
