#{"t_start": 1738536910.0226307, "env_id": "MountainCar-v0"}
r,l,t
-153.0,153,54.616055
-150.0,150,55.374
-147.0,147,55.815913
-146.0,146,56.376444
-111.0,111,56.741207
-109.0,109,57.107154
-150.0,150,58.119085
-138.0,138,58.776208
-156.0,156,59.583772
-153.0,153,60.353137
-112.0,112,60.906127
-112.0,112,61.866671
-114.0,114,62.455209
-111.0,111,62.9705
-114.0,114,63.489458
-112.0,112,64.004086
-111.0,111,64.97039
-114.0,114,65.591645
-148.0,148,66.389345
-113.0,113,66.902317
-116.0,116,67.47387
-109.0,109,68.433714
-111.0,111,69.009609
-113.0,113,69.543385
-113.0,113,70.091713
-112.0,112,70.708553
-111.0,111,71.230675
-113.0,113,72.042152
-115.0,115,72.579702
-111.0,111,73.075547
-113.0,113,73.592383
-155.0,155,74.467078
-110.0,110,75.613127
-158.0,158,76.463181
-111.0,111,77.04261
-112.0,112,77.586221
-152.0,152,78.318683
-114.0,114,79.249058
-112.0,112,79.816437
-111.0,111,80.356652
-114.0,114,80.899439
-89.0,89,81.36512
-152.0,152,82.368181
-154.0,154,83.028722
-115.0,115,83.542946
-166.0,166,84.297416
-113.0,113,84.856056
-111.0,111,85.824036
-113.0,113,86.357282
-146.0,146,87.035134
-110.0,110,87.441108
-112.0,112,87.890904
-157.0,157,88.946274
-110.0,110,89.502627
-114.0,114,90.08934
-113.0,113,90.670798
-88.0,88,91.148668
-116.0,116,91.716624
-83.0,83,92.40822
-116.0,116,92.920429
-116.0,116,93.454248
-84.0,84,93.863642
-83.0,83,94.274193
-114.0,114,94.873806
-88.0,88,95.690905
-113.0,113,96.229821
-84.0,84,96.615492
-111.0,111,97.091318
-84.0,84,97.418792
-116.0,116,97.907513
-115.0,115,98.742145
-114.0,114,99.296645
-151.0,151,100.051481
-112.0,112,100.620456
-114.0,114,101.238349
-83.0,83,101.690516
-112.0,112,102.453585
-112.0,112,102.950705
-144.0,144,103.663904
-164.0,164,104.499048
-84.0,84,104.895497
-115.0,115,105.893171
-110.0,110,106.44542
-146.0,146,107.112807
-156.0,156,107.782569
-112.0,112,108.239696
-113.0,113,108.75942
-112.0,112,109.053865
-111.0,111,109.355447
-112.0,112,109.753744
-110.0,110,110.105782
-84.0,84,110.731148
-111.0,111,111.125719
-115.0,115,111.563809
-116.0,116,111.947144
-156.0,156,112.363608
-113.0,113,112.746987
-117.0,117,113.340434
-113.0,113,113.662318
-112.0,112,113.984718
-151.0,151,114.421157
-152.0,152,115.189533
-111.0,111,115.611878
-111.0,111,116.027839
-113.0,113,116.414056
-115.0,115,116.75423
-90.0,90,117.03575
-96.0,96,117.525194
-115.0,115,117.872886
-113.0,113,118.190292
-162.0,162,118.724872
-83.0,83,119.03032
-154.0,154,119.724808
-111.0,111,120.309739
-90.0,90,120.707771
-83.0,83,121.039967
-162.0,162,121.647838
-112.0,112,122.021751
-90.0,90,122.448401
-115.0,115,122.757367
-84.0,84,123.038827
-111.0,111,123.390329
-114.0,114,123.718394
-85.0,85,123.978518
-150.0,150,124.721739
-161.0,161,125.228294
-114.0,114,125.611618
-153.0,153,126.06753
-111.0,111,126.467184
-111.0,111,126.98309
-117.0,117,127.310523
-83.0,83,127.54128
-112.0,112,127.876374
-87.0,87,128.164021
-116.0,116,128.54246
-152.0,152,129.325204
-85.0,85,129.629203
-111.0,111,129.973604
-111.0,111,130.314053
-162.0,162,130.819707
-146.0,146,131.614931
-150.0,150,132.099817
-112.0,112,132.423629
-153.0,153,132.881315
-151.0,151,133.608786
-150.0,150,134.165963
-148.0,148,134.652567
-110.0,110,135.000302
-151.0,151,135.630714
-112.0,112,135.990542
-156.0,156,136.537637
-114.0,114,136.926725
-116.0,116,137.282744
-111.0,111,137.587523
-115.0,115,138.185739
-111.0,111,138.56317
-116.0,116,138.89317
-115.0,115,139.265811
-112.0,112,139.623978
-112.0,112,140.191511
-113.0,113,140.567537
-86.0,86,140.806709
-117.0,117,141.148641
-119.0,119,141.484157
-112.0,112,141.813154
-89.0,89,142.282324
-113.0,113,142.601202
-120.0,120,142.974176
-157.0,157,143.454096
-86.0,86,143.740032
-93.0,93,144.177351
-84.0,84,144.470508
-86.0,86,144.725839
-162.0,162,145.270577
-113.0,113,145.694873
-150.0,150,146.239804
-99.0,99,146.787767
-84.0,84,147.024575
-115.0,115,147.352603
-114.0,114,147.691472
-115.0,115,148.02017
-113.0,113,148.409127
-91.0,91,148.825328
-158.0,158,149.31713
-111.0,111,149.687593
-84.0,84,149.958013
-148.0,148,150.431646
-175.0,175,151.125218
-149.0,149,151.608485
-111.0,111,151.921429
-152.0,152,152.340908
-154.0,154,153.137613
-114.0,114,153.453073
-112.0,112,153.744025
-114.0,114,154.083729
-150.0,150,154.52509
-83.0,83,155.020145
-84.0,84,155.270508
-116.0,116,155.655189
-112.0,112,156.005898
-165.0,165,156.588447
-113.0,113,157.077794
-85.0,85,157.558048
-114.0,114,157.903474
-114.0,114,158.234592
-113.0,113,158.568207
-158.0,158,159.08981
-166.0,166,159.80637
-160.0,160,160.396477
-84.0,84,160.752407
-150.0,150,161.282635
-148.0,148,161.908413
-152.0,152,162.377583
-112.0,112,162.697143
-113.0,113,163.015751
-111.0,111,163.331479
-147.0,147,163.934513
-114.0,114,164.315182
-114.0,114,164.666631
-159.0,159,165.159724
-113.0,113,165.50043
-111.0,111,166.063766
-167.0,167,166.622995
-111.0,111,166.966336
-110.0,110,167.25354
-111.0,111,167.576358
-110.0,110,168.117937
-112.0,112,168.456488
-111.0,111,168.833413
-112.0,112,169.235276
-113.0,113,169.642616
-112.0,112,169.981338
-114.0,114,170.517416
-113.0,113,170.854406
-158.0,158,171.323301
-114.0,114,171.66755
-162.0,162,172.19539
-168.0,168,172.916923
-114.0,114,173.250289
-165.0,165,173.70656
-112.0,112,174.034988
-113.0,113,174.617591
-171.0,171,175.175939
-113.0,113,175.595977
-111.0,111,175.976075
-158.0,158,176.524275
-110.0,110,177.057116
-111.0,111,177.388529
-113.0,113,177.697122
-110.0,110,177.985556
-86.0,86,178.20075
-110.0,110,178.495044
-112.0,112,179.043296
-111.0,111,179.425479
-113.0,113,179.785505
-110.0,110,180.176021
-113.0,113,180.574886
-145.0,145,181.265957
-110.0,110,181.598938
-145.0,145,181.987573
-110.0,110,182.292989
-107.0,107,182.598882
-112.0,112,183.123355
-151.0,151,183.578446
-110.0,110,183.917693
-110.0,110,184.258579
-143.0,143,184.718717
-110.0,110,185.287846
-112.0,112,185.61709
-110.0,110,185.909778
-157.0,157,186.420561
-111.0,111,186.759556
-154.0,154,187.484231
-109.0,109,187.834055
-115.0,115,188.198827
-84.0,84,188.455929
-115.0,115,188.801382
-113.0,113,189.158664
-114.0,114,189.74636
-112.0,112,190.122802
-114.0,114,190.541909
-173.0,173,191.041108
-111.0,111,191.384558
-86.0,86,191.853267
-112.0,112,192.165355
-114.0,114,192.484332
-117.0,117,192.81086
-162.0,162,193.268337
-161.0,161,193.933424
-115.0,115,194.343743
-116.0,116,194.710337
-116.0,116,195.072456
-159.0,159,195.692719
-112.0,112,196.324829
-150.0,150,196.856529
-84.0,84,197.13536
-116.0,116,197.45607
-84.0,84,197.681613
-151.0,151,198.301478
-149.0,149,198.700681
-173.0,173,199.196362
-85.0,85,199.436209
-154.0,154,199.938706
-87.0,87,200.401755
-84.0,84,200.654725
-91.0,91,200.956367
-88.0,88,201.214221
-94.0,94,201.554541
-84.0,84,201.828902
-115.0,115,202.163963
-112.0,112,202.6533
-114.0,114,202.961273
-112.0,112,203.268125
-85.0,85,203.494959
-112.0,112,203.800306
-87.0,87,204.062368
-155.0,155,204.713221
-115.0,115,205.071441
-155.0,155,205.498553
-152.0,152,205.956416
-111.0,111,206.479184
-168.0,168,206.920324
-111.0,111,207.22275
