#{"t_start": 1738536910.0219748, "env_id": "MountainCar-v0"}
r,l,t
-162.0,162,148.966941
-151.0,151,149.421102
-111.0,111,149.799342
-147.0,147,150.287158
-152.0,152,150.93996
-112.0,112,151.281096
-158.0,158,151.743804
-112.0,112,152.062547
-162.0,162,152.55132
-153.0,153,153.322251
-168.0,168,153.746665
-112.0,112,154.084305
-168.0,168,154.607172
-115.0,115,155.17189
-112.0,112,155.538426
-110.0,110,155.898946
-156.0,156,156.412461
-84.0,84,156.755475
-115.0,115,157.405237
-86.0,86,157.656832
-175.0,175,158.189167
-116.0,116,158.525339
-111.0,111,158.884393
-84.0,84,159.176786
-116.0,116,159.74476
-156.0,156,160.320058
-144.0,144,160.848854
-161.0,161,161.425265
-112.0,112,161.94766
-115.0,115,162.283877
-113.0,113,162.608515
-113.0,113,162.928309
-113.0,113,163.24497
-113.0,113,163.564418
-113.0,113,164.119956
-111.0,111,164.472686
-112.0,112,164.809012
-112.0,112,165.159376
-113.0,113,165.499722
-115.0,115,166.067304
-111.0,111,166.430555
-169.0,169,166.971973
-112.0,112,167.292068
-111.0,111,167.615231
-158.0,158,168.300296
-112.0,112,168.646991
-114.0,114,169.051722
-85.0,85,169.352079
-113.0,113,169.737761
-116.0,116,170.084904
-113.0,113,170.613598
-112.0,112,170.950029
-161.0,161,171.456304
-113.0,113,171.803389
-83.0,83,172.059221
-111.0,111,172.628525
-114.0,114,172.962508
-112.0,112,173.289478
-113.0,113,173.607357
-115.0,115,173.93606
-113.0,113,174.272593
-112.0,112,174.847976
-113.0,113,175.226336
-114.0,114,175.644491
-110.0,110,176.030959
-112.0,112,176.418783
-110.0,110,176.955589
-161.0,161,177.441031
-111.0,111,177.741554
-111.0,111,178.030352
-152.0,152,178.444854
-169.0,169,179.138641
-111.0,111,179.531057
-152.0,152,180.062753
-111.0,111,180.409463
-147.0,147,181.16978
-157.0,157,181.606849
-108.0,108,181.906629
-113.0,113,182.210952
-110.0,110,182.518705
-112.0,112,182.82848
-113.0,113,183.383682
-155.0,155,183.868983
-109.0,109,184.212063
-110.0,110,184.545719
-110.0,110,184.895532
-151.0,151,185.575777
-107.0,107,185.897096
-111.0,111,186.238637
-146.0,146,186.704926
-113.0,113,187.05671
-86.0,86,187.539868
-110.0,110,187.887814
-112.0,112,188.249314
-87.0,87,188.510324
-114.0,114,188.884848
-113.0,113,189.251363
-111.0,111,189.836066
-112.0,112,190.212801
-116.0,116,190.59351
-114.0,114,190.93593
-83.0,83,191.184427
-90.0,90,191.4746
-117.0,117,191.990805
-113.0,113,192.303992
-86.0,86,192.541162
-85.0,85,192.805798
-90.0,90,193.036854
-88.0,88,193.312097
-116.0,116,193.827249
-113.0,113,194.198184
-110.0,110,194.55906
-116.0,116,194.920652
-86.0,86,195.248221
-111.0,111,195.687651
-83.0,83,196.186088
-90.0,90,196.5193
-112.0,112,196.910147
-117.0,117,197.276767
-88.0,88,197.507952
-112.0,112,197.817538
-85.0,85,198.258463
-111.0,111,198.566789
-114.0,114,198.872214
-112.0,112,199.196939
-160.0,160,199.684661
-176.0,176,200.445577
-113.0,113,200.801491
-113.0,113,201.153081
-111.0,111,201.545851
-112.0,112,201.876913
-150.0,150,202.482897
-112.0,112,202.790558
-86.0,86,203.013129
-114.0,114,203.353345
-111.0,111,203.659805
-112.0,112,203.967466
-84.0,84,204.423751
-112.0,112,204.75178
-111.0,111,205.075259
-85.0,85,205.309002
-112.0,112,205.636365
-113.0,113,205.962779
-173.0,173,206.656889
-84.0,84,206.877977
-112.0,112,207.181829
