#{"t_start": 1738536910.0201035, "env_id": "MountainCar-v0"}
r,l,t
-149.0,149,46.227513
-111.0,111,46.590061
-157.0,157,47.070862
-150.0,150,47.508885
-147.0,147,47.943091
-143.0,143,48.712505
-147.0,147,49.252477
-110.0,110,49.642357
-172.0,172,50.210141
-141.0,141,50.956817
-156.0,156,51.539782
-143.0,143,52.010429
-143.0,143,52.472494
-146.0,146,53.213752
-142.0,142,53.676298
-145.0,145,54.131653
-110.0,110,54.505049
-151.0,151,54.952807
-149.0,149,55.672275
-110.0,110,56.056934
-146.0,146,56.590548
-143.0,143,57.064234
-112.0,112,57.891082
-149.0,149,58.619446
-146.0,146,59.343358
-144.0,144,60.103419
-154.0,154,60.829252
-110.0,110,61.757472
-110.0,110,62.375006
-110.0,110,62.891999
-153.0,153,63.565745
-153.0,153,64.313616
-110.0,110,65.315268
-151.0,151,66.096725
-112.0,112,66.622758
-110.0,110,67.164173
-113.0,113,67.707173
-103.0,103,68.702734
-112.0,112,69.238718
-113.0,113,69.774918
-111.0,111,70.34389
-156.0,156,71.102478
-111.0,111,71.917431
-114.0,114,72.496932
-112.0,112,72.996718
-113.0,113,73.4992
-91.0,91,73.943982
-111.0,111,74.563709
-111.0,111,75.714426
-154.0,154,76.557352
-114.0,114,77.204445
-115.0,115,77.720994
-113.0,113,78.253669
-161.0,161,79.410338
-84.0,84,79.828828
-113.0,113,80.421821
-111.0,111,80.910548
-115.0,115,81.54039
-111.0,111,82.354674
-110.0,110,82.771529
-111.0,111,83.262219
-153.0,153,83.98965
-113.0,113,84.523875
-116.0,116,85.099351
-114.0,114,86.056133
-85.0,85,86.494947
-156.0,156,87.123783
-115.0,115,87.616297
-84.0,84,87.952559
-114.0,114,88.796406
-84.0,84,89.183684
-83.0,83,89.589411
-115.0,115,90.236717
-116.0,116,90.842207
-117.0,117,91.400166
-113.0,113,92.277776
-158.0,158,92.936594
-115.0,115,93.470295
-155.0,155,94.272547
-113.0,113,94.868238
-86.0,86,95.635031
-115.0,115,96.226281
-116.0,116,96.758136
-111.0,111,97.220614
-115.0,115,97.66725
-114.0,114,98.128816
-110.0,110,98.987045
-168.0,168,99.860759
-154.0,154,100.616726
-112.0,112,101.233466
-112.0,112,102.061826
-112.0,112,102.55251
-151.0,151,103.262628
-84.0,84,103.670414
-113.0,113,104.255687
-146.0,146,104.988079
-110.0,110,105.964837
-111.0,111,106.521312
-110.0,110,107.026895
-112.0,112,107.49778
-85.0,85,107.872076
-158.0,158,108.6319
-115.0,115,108.927242
-110.0,110,109.225439
-149.0,149,109.710298
-114.0,114,110.054291
-110.0,110,110.787484
-114.0,114,111.199375
-154.0,154,111.754708
-90.0,90,112.046597
-115.0,115,112.357928
-116.0,116,112.744137
-116.0,116,113.305264
-111.0,111,113.626421
-112.0,112,113.947059
-85.0,85,114.220215
-115.0,115,114.559019
-116.0,116,115.196968
-86.0,86,115.523544
-110.0,110,115.92103
-112.0,112,116.326318
-167.0,167,116.855578
-152.0,152,117.523963
-114.0,114,117.838745
-156.0,156,118.285547
-113.0,113,118.675585
-111.0,111,119.083145
-83.0,83,119.344086
-117.0,117,120.014558
-114.0,114,120.631426
-84.0,84,120.973595
-111.0,111,121.378222
-114.0,114,121.774196
-115.0,115,122.121353
-111.0,111,122.628196
-145.0,145,123.051983
-84.0,84,123.310963
-85.0,85,123.58571
-154.0,154,124.043376
-90.0,90,124.624951
-88.0,88,124.902821
-113.0,113,125.270316
-113.0,113,125.616147
-157.0,157,126.077028
-158.0,158,126.807911
-114.0,114,127.129048
-166.0,166,127.625572
-112.0,112,127.961209
-114.0,114,128.316226
-113.0,113,128.932497
-152.0,152,129.520187
-154.0,154,129.9799
-116.0,116,130.32472
-145.0,145,130.771224
-143.0,143,131.566639
-114.0,114,131.994654
-110.0,110,132.282704
-112.0,112,132.603837
-85.0,85,132.879157
-113.0,113,133.469391
-154.0,154,133.997289
-147.0,147,134.550592
-146.0,146,134.996807
-114.0,114,135.336206
-157.0,157,136.038759
-167.0,167,136.591977
-174.0,174,137.151289
-110.0,110,137.484152
-113.0,113,138.033499
-117.0,117,138.41767
-111.0,111,138.763362
-86.0,86,139.050329
-111.0,111,139.364239
-113.0,113,139.765193
-112.0,112,140.34434
-112.0,112,140.700167
-118.0,118,141.022894
-114.0,114,141.352873
-117.0,117,141.6783
-114.0,114,142.202885
-113.0,113,142.554089
-111.0,111,142.857648
-112.0,112,143.229626
-114.0,114,143.591526
-115.0,115,143.933064
-88.0,88,144.387905
-115.0,115,144.735629
-84.0,84,145.041617
-111.0,111,145.417706
-111.0,111,145.878467
-111.0,111,146.242108
-111.0,111,146.801264
-110.0,110,147.124482
-113.0,113,147.45037
-114.0,114,147.820987
-114.0,114,148.151089
-88.0,88,148.587451
-113.0,113,148.923103
-88.0,88,149.213218
-112.0,112,149.579877
-153.0,153,150.060773
-111.0,111,150.396776
-115.0,115,150.94751
-91.0,91,151.2275
-145.0,145,151.659401
-85.0,85,151.888835
-114.0,114,152.238544
-155.0,155,152.963419
-116.0,116,153.365556
-169.0,169,153.793001
-111.0,111,154.132488
-113.0,113,154.473099
-113.0,113,155.030783
-155.0,155,155.541439
-111.0,111,155.902789
-113.0,113,156.28567
-116.0,116,156.705453
-111.0,111,157.352258
-115.0,115,157.705488
-89.0,89,157.996414
-88.0,88,158.239911
-84.0,84,158.514087
-83.0,83,158.778381
-149.0,149,159.231775
-167.0,167,159.988984
-114.0,114,160.444939
-84.0,84,160.757878
-149.0,149,161.28697
-157.0,157,161.954121
-111.0,111,162.286647
-88.0,88,162.526572
-114.0,114,162.878348
-115.0,115,163.196911
-115.0,115,163.517992
-88.0,88,163.943333
-83.0,83,164.259774
-112.0,112,164.612629
-111.0,111,164.944367
-112.0,112,165.298374
-111.0,111,165.608851
-111.0,111,166.186876
-112.0,112,166.537842
-148.0,148,167.016808
-112.0,112,167.33752
-112.0,112,167.660772
-156.0,156,168.313378
-114.0,114,168.7062
-83.0,83,168.996824
-111.0,111,169.414601
-114.0,114,169.781819
-112.0,112,170.123624
-114.0,114,170.653914
-113.0,113,170.992162
-112.0,112,171.32116
-84.0,84,171.569693
-114.0,114,171.926785
-86.0,86,172.200692
-112.0,112,172.774399
-165.0,165,173.250742
-112.0,112,173.563206
-111.0,111,173.889186
-112.0,112,174.223978
-114.0,114,174.787782
-115.0,115,175.179376
-153.0,153,175.744043
-110.0,110,176.121739
-112.0,112,176.521041
-158.0,158,177.192922
-88.0,88,177.441741
-110.0,110,177.741378
-113.0,113,178.032103
-111.0,111,178.326991
-112.0,112,178.849432
-165.0,165,179.375396
-165.0,165,179.95168
-150.0,150,180.460083
-110.0,110,180.83821
-144.0,144,181.503217
-109.0,109,181.81562
-113.0,113,182.119026
-110.0,110,182.423962
-148.0,148,182.825514
-113.0,113,183.380073
-113.0,113,183.72685
-149.0,149,184.174575
-108.0,108,184.507014
-109.0,109,184.887844
-153.0,153,185.53878
-111.0,111,185.863007
-151.0,151,186.34596
-112.0,112,186.708654
-113.0,113,187.0605
-114.0,114,187.640231
-84.0,84,187.893197
-115.0,115,188.257397
-111.0,111,188.610484
-113.0,113,188.948703
-115.0,115,189.357117
-113.0,113,189.951265
-90.0,90,190.225848
-162.0,162,190.753996
-115.0,115,191.126766
-115.0,115,191.477384
-112.0,112,191.988765
-115.0,115,192.303938
-115.0,115,192.630221
-113.0,113,192.948292
-111.0,111,193.268886
-112.0,112,193.77675
-87.0,87,194.089555
-111.0,111,194.450036
-87.0,87,194.715674
-114.0,114,195.076097
-111.0,111,195.510049
-152.0,152,196.319503
-87.0,87,196.633231
-115.0,115,197.001203
-114.0,114,197.331618
-110.0,110,197.640325
-112.0,112,197.949723
-111.0,111,198.443955
-84.0,84,198.667356
-87.0,87,198.919493
-92.0,92,199.196523
-112.0,112,199.535155
-86.0,86,199.789119
-112.0,112,200.348499
-115.0,115,200.704387
-114.0,114,201.063451
-91.0,91,201.376678
-154.0,154,201.875743
-115.0,115,202.213102
-114.0,114,202.701179
-115.0,115,203.008523
-86.0,86,203.233239
-113.0,113,203.544631
-111.0,111,203.848423
-85.0,85,204.112527
-151.0,151,204.759331
-111.0,111,205.082909
-168.0,168,205.584067
-113.0,113,205.910764
-113.0,113,206.435345
-113.0,113,206.743671
-110.0,110,207.044485
