#{"t_start": 1738536910.0229485, "env_id": "MountainCar-v0"}
r,l,t
-111.0,111,191.236406
-86.0,86,191.525046
-112.0,112,192.03085
-115.0,115,192.347363
-112.0,112,192.673526
-112.0,112,192.985108
-111.0,111,193.311225
-116.0,116,193.826368
-157.0,157,194.350512
-111.0,111,194.711964
-115.0,115,195.073485
-85.0,85,195.387149
-84.0,84,195.742949
-115.0,115,196.383244
-112.0,112,196.79452
-118.0,118,197.144515
-111.0,111,197.460461
-88.0,88,197.719424
-111.0,111,198.02663
-113.0,113,198.523325
-88.0,88,198.747865
-87.0,87,199.006898
-90.0,90,199.251148
-153.0,153,199.734843
-111.0,111,200.289123
-116.0,116,200.649786
-117.0,117,201.009887
-154.0,154,201.547729
-116.0,116,201.882293
-114.0,114,202.218549
-114.0,114,202.706742
-110.0,110,203.009492
-83.0,83,203.231506
-111.0,111,203.540965
-113.0,113,203.846652
-112.0,112,204.383149
-112.0,112,204.714894
-154.0,154,205.170131
-112.0,112,205.496347
-110.0,110,205.820242
-113.0,113,206.146441
-111.0,111,206.656958
-160.0,160,207.089478
