#{"t_start": 1738536910.0209875, "env_id": "MountainCar-v0"}
r,l,t
-114.0,114,161.619944
-89.0,89,162.049413
-115.0,115,162.386298
-84.0,84,162.649986
-111.0,111,162.936589
-115.0,115,163.285988
-113.0,113,163.604819
-115.0,115,164.164368
-114.0,114,164.520999
-157.0,157,165.003231
-157.0,157,165.491196
-152.0,152,166.182199
-112.0,112,166.532887
-84.0,84,166.78943
-114.0,114,167.149338
-110.0,110,167.440174
-163.0,163,168.158321
-113.0,113,168.498479
-113.0,113,168.887424
-110.0,110,169.284739
-115.0,115,169.684675
-116.0,116,170.033263
-165.0,165,170.713536
-85.0,85,170.986659
-113.0,113,171.316595
-110.0,110,171.656715
-111.0,111,172.00892
-110.0,110,172.514385
-110.0,110,172.876233
-115.0,115,173.205341
-173.0,173,173.705348
-112.0,112,174.033585
-112.0,112,174.579411
-83.0,83,174.854318
-113.0,113,175.26629
-114.0,114,175.682881
-110.0,110,176.069171
-111.0,111,176.425168
-110.0,110,176.960647
-113.0,113,177.292115
-110.0,110,177.616056
-110.0,110,177.909174
-109.0,109,178.198651
-113.0,113,178.495594
-162.0,162,179.193231
-113.0,113,179.584399
-112.0,112,179.961499
-112.0,112,180.347384
-110.0,110,180.742303
-108.0,108,181.310445
-111.0,111,181.640845
-152.0,152,182.034874
-113.0,113,182.345285
-113.0,113,182.656683
-151.0,151,183.325824
-142.0,142,183.770913
-149.0,149,184.217696
-142.0,142,184.67151
-152.0,152,185.350265
-111.0,111,185.675822
-153.0,153,186.142073
-164.0,164,186.664642
-112.0,112,187.010516
-114.0,114,187.593404
-113.0,113,187.954221
-114.0,114,188.314808
-112.0,112,188.65901
-173.0,173,189.209348
-112.0,112,189.796845
-110.0,110,190.170872
-112.0,112,190.552096
-162.0,162,191.040517
-160.0,160,191.53435
-111.0,111,192.03897
-87.0,87,192.29852
-85.0,85,192.534778
-84.0,84,192.768695
-88.0,88,193.027865
-87.0,87,193.268081
-117.0,117,193.780411
-88.0,88,194.094414
-113.0,113,194.456918
-86.0,86,194.721386
-111.0,111,195.079716
-90.0,90,195.454106
-86.0,86,195.756711
-112.0,112,196.393971
-117.0,117,196.848021
-85.0,85,197.093584
-112.0,112,197.415378
-88.0,88,197.64402
-116.0,116,197.986524
-114.0,114,198.484168
-116.0,116,198.792254
-86.0,86,199.022437
-113.0,113,199.382335
-114.0,114,199.734745
-92.0,92,200.002581
-114.0,114,200.595748
-85.0,85,200.853258
-113.0,113,201.206957
-151.0,151,201.699185
-111.0,111,202.026368
-116.0,116,202.563319
-84.0,84,202.786896
-84.0,84,203.007733
-113.0,113,203.316976
-112.0,112,203.625457
-114.0,114,203.9326
-115.0,115,204.481778
-89.0,89,204.755605
-113.0,113,205.081081
-114.0,114,205.406838
-113.0,113,205.731826
-114.0,114,206.060336
-153.0,153,206.700655
-158.0,158,207.134772
