#{"t_start": 1738536910.0213227, "env_id": "MountainCar-v0"}
r,l,t
-110.0,110,167.11768
-157.0,157,167.576638
-112.0,112,168.120183
-110.0,110,168.456616
-112.0,112,168.83455
-171.0,171,169.475352
-114.0,114,169.832125
-110.0,110,170.367588
-113.0,113,170.706899
-169.0,169,171.186263
-151.0,151,171.661318
-110.0,110,172.012433
-114.0,114,172.575451
-112.0,112,172.916335
-113.0,113,173.248507
-114.0,114,173.562983
-112.0,112,173.889937
-112.0,112,174.224938
-114.0,114,174.789013
-112.0,112,175.177124
-112.0,112,175.596218
-113.0,113,175.978324
-114.0,114,176.35432
-112.0,112,176.909175
-152.0,152,177.389704
-113.0,113,177.6983
-111.0,111,177.987761
-112.0,112,178.283095
-113.0,113,178.577937
-148.0,148,179.250532
-111.0,111,179.635602
-110.0,110,180.017248
-150.0,150,180.52513
-145.0,145,181.227783
-147.0,147,181.681835
-153.0,153,182.080393
-108.0,108,182.383268
-110.0,110,182.69235
-110.0,110,183.223712
-110.0,110,183.572006
-113.0,113,183.914634
-113.0,113,184.258756
-112.0,112,184.597636
-111.0,111,184.984167
-152.0,152,185.626748
-109.0,109,185.950092
-148.0,148,186.420767
-110.0,110,186.758898
-114.0,114,187.112596
-88.0,88,187.635246
-107.0,107,187.954918
-111.0,111,188.312385
-112.0,112,188.656863
-84.0,84,188.935391
-114.0,114,189.306834
-112.0,112,189.899138
-114.0,114,190.271307
-111.0,111,190.645271
-111.0,111,190.983304
-113.0,113,191.32779
-116.0,116,191.859228
-149.0,149,192.263446
-114.0,114,192.585932
-114.0,114,192.938087
-116.0,116,193.262896
-115.0,115,193.773618
-112.0,112,194.146733
-117.0,117,194.511249
-87.0,87,194.811271
-161.0,161,195.37436
-114.0,114,195.811271
-112.0,112,196.445115
-111.0,111,196.851459
-114.0,114,197.19082
-85.0,85,197.420436
-115.0,115,197.763884
-112.0,112,198.081004
-113.0,113,198.568483
-155.0,155,198.971841
-111.0,111,199.298087
-116.0,116,199.646854
-166.0,166,200.400027
-112.0,112,200.749467
-114.0,114,201.107612
-118.0,118,201.506882
-112.0,112,201.840846
-85.0,85,202.112306
-117.0,117,202.612978
-159.0,159,203.048822
-113.0,113,203.359667
-116.0,116,203.670365
-115.0,115,203.981224
-94.0,94,204.479536
-116.0,116,204.839556
-149.0,149,205.259868
-112.0,112,205.586821
-111.0,111,205.911608
-163.0,163,206.573076
-83.0,83,206.791653
-111.0,111,207.092957
