#{"t_start": 1738536910.0222993, "env_id": "MountainCar-v0"}
r,l,t
-111.0,111,112.402202
-112.0,112,112.801099
-85.0,85,113.250768
-115.0,115,113.576392
-117.0,117,113.900318
-86.0,86,114.17363
-111.0,111,114.50872
-115.0,115,114.928401
-89.0,89,115.47164
-114.0,114,115.906015
-173.0,173,116.473238
-116.0,116,116.852473
-117.0,117,117.220113
-114.0,114,117.746647
-90.0,90,118.011903
-116.0,116,118.335044
-111.0,111,118.726307
-114.0,114,119.128998
-116.0,116,119.68851
-114.0,114,120.244526
-115.0,115,120.835451
-115.0,115,121.25859
-111.0,111,121.651587
-92.0,92,121.93907
-114.0,114,122.490008
-90.0,90,122.713486
-111.0,111,123.048712
-156.0,156,123.537355
-112.0,112,123.859125
-112.0,112,124.520113
-153.0,153,124.964235
-84.0,84,125.270363
-148.0,148,125.716895
-148.0,148,126.201795
-114.0,114,126.760439
-169.0,169,127.25871
-112.0,112,127.579383
-113.0,113,127.915216
-110.0,110,128.260643
-114.0,114,128.874371
-112.0,112,129.274496
-111.0,111,129.675159
-111.0,111,130.01933
-114.0,114,130.365893
-146.0,146,130.822087
-146.0,146,131.61756
-83.0,83,131.911795
-110.0,110,132.235793
-110.0,110,132.555699
-153.0,153,133.006428
-148.0,148,133.769015
-110.0,110,134.166215
-160.0,160,134.697163
-145.0,145,135.142113
-111.0,111,135.670511
-113.0,113,136.040775
-115.0,115,136.419543
-83.0,83,136.703223
-158.0,158,137.199127
-151.0,151,137.859785
-115.0,115,138.241093
-115.0,115,138.620802
-113.0,113,138.942418
-116.0,116,139.31315
-114.0,114,139.68667
-168.0,168,140.46708
-114.0,114,140.800319
-118.0,118,141.115294
-113.0,113,141.444376
-89.0,89,141.716531
-113.0,113,142.240967
-117.0,117,142.564416
-87.0,87,142.845742
-118.0,118,143.22399
-112.0,112,143.552576
-112.0,112,143.890743
-112.0,112,144.433476
-168.0,168,144.978142
-112.0,112,145.366786
-112.0,112,145.798242
-85.0,85,146.098349
-160.0,160,146.83878
-110.0,110,147.162219
-160.0,160,147.639691
-114.0,114,147.965239
-118.0,118,148.312262
-116.0,116,148.865468
-163.0,163,149.364512
-152.0,152,149.851388
-154.0,154,150.34184
-85.0,85,150.796684
-84.0,84,151.064745
-148.0,148,151.512618
-110.0,110,151.830109
-150.0,150,152.242992
-113.0,113,152.606714
-83.0,83,153.145301
-83.0,83,153.376884
-114.0,114,153.69644
-115.0,115,154.032205
-115.0,115,154.370879
-114.0,114,154.71863
-112.0,112,155.273895
-88.0,88,155.588159
-115.0,115,155.95019
-112.0,112,156.333431
-88.0,88,156.645705
-117.0,117,157.343204
-86.0,86,157.605908
-114.0,114,157.9522
-83.0,83,158.190795
-85.0,85,158.465913
-111.0,111,158.82102
-114.0,114,159.177591
-112.0,112,159.741489
-113.0,113,160.146972
-153.0,153,160.714694
-148.0,148,161.274891
-153.0,153,161.905744
-111.0,111,162.240131
-113.0,113,162.565524
-89.0,89,162.833102
-113.0,113,163.149954
-110.0,110,163.466043
-112.0,112,163.976781
-170.0,170,164.522802
-111.0,111,164.85679
-154.0,154,165.347452
-171.0,171,166.069035
-113.0,113,166.474913
-114.0,114,166.823943
-115.0,115,167.152573
-157.0,157,167.613067
-153.0,153,168.260825
-113.0,113,168.600827
-156.0,156,169.174668
-111.0,111,169.591629
-113.0,113,169.927346
-114.0,114,170.467558
-115.0,115,170.806176
-112.0,112,171.137184
-114.0,114,171.470559
-110.0,110,171.815249
-111.0,111,172.160846
-114.0,114,172.734609
-113.0,113,173.066204
-112.0,112,173.391372
-112.0,112,173.706837
-159.0,159,174.175937
-115.0,115,174.776599
-152.0,152,175.273603
-109.0,109,175.685534
-110.0,110,176.072013
-87.0,87,176.349892
-110.0,110,176.903064
-111.0,111,177.238592
-110.0,110,177.568334
-112.0,112,177.863319
-163.0,163,178.284893
-169.0,169,178.98971
-112.0,112,179.362724
-158.0,158,179.891256
-113.0,113,180.276036
-110.0,110,180.642046
-151.0,151,181.359042
-110.0,110,181.683048
-148.0,148,182.076608
-160.0,160,182.516438
-110.0,110,182.824385
-113.0,113,183.379115
-151.0,151,183.828022
-145.0,145,184.269076
-110.0,110,184.61552
-110.0,110,184.991916
-112.0,112,185.533787
-110.0,110,185.857051
-110.0,110,186.193842
-111.0,111,186.563447
-112.0,112,186.906135
-113.0,113,187.486439
-149.0,149,187.951998
-166.0,166,188.499
-114.0,114,188.841691
-95.0,95,189.149577
-114.0,114,189.737292
-156.0,156,190.266167
-114.0,114,190.643267
-154.0,154,191.088025
-115.0,115,191.471245
-151.0,151,192.078217
-89.0,89,192.340535
-88.0,88,192.57854
-160.0,160,193.031147
-111.0,111,193.364937
-115.0,115,193.874389
-114.0,114,194.248431
-111.0,111,194.613272
-150.0,150,195.125569
-112.0,112,195.559724
-159.0,159,196.378182
-84.0,84,196.682898
-116.0,116,197.045503
-113.0,113,197.371637
-111.0,111,197.680961
-85.0,85,197.906693
-84.0,84,198.346521
-117.0,117,198.658937
-112.0,112,198.965132
-161.0,161,199.43648
-86.0,86,199.694687
-89.0,89,199.993782
-111.0,111,200.549734
-117.0,117,200.906401
-113.0,113,201.274633
-155.0,155,201.786413
-93.0,93,202.064508
-111.0,111,202.564095
-153.0,153,202.96621
-115.0,115,203.275833
-111.0,111,203.584798
-159.0,159,204.025813
-110.0,110,204.572534
-163.0,163,205.036833
-115.0,115,205.395953
-111.0,111,205.688612
-175.0,175,206.395251
-115.0,115,206.738645
-111.0,111,207.040391
